1447365028 0 0 0 0 1
1447365916 0 0 1 0 1
1447371113 0 0 2 0 1
1447372345 0 0 3 0 1
1447373841 0 0 4 0 1
1447403763 0 0 5 0 1
1448958004 1 0 5 0 1
1448959839 2 0 5 0 1
1449043194 2 1 5 0 1
1449044099 3 1 5 0 1
1449094603 4 1 5 0 1
1449102192 4 2 5 0 1
1449103105 4 3 5 0 1
1449106972 4 4 5 0 1
1449108385 5 4 5 0 1
1449108484 6 4 5 0 1
1449109909 7 4 5 0 1
1449110288 8 4 5 0 1
1449111280 9 4 5 0 1
1449111923 9 5 5 0 1
1449121898 9 5 6 0 1
1449124637 9 6 6 0 1
1449166942 9 7 6 0 1
1449173084 10 7 6 0 1
1450052312 10 8 6 0 1
1450150729 10 8 7 0 1
1450162446 10 8 7 1 1
1450197464 10 8 7 2 1
1450212477 11 8 7 2 1
1450213569 12 8 7 2 1
