1446338179 0 394823 0 0 0
1446857115 25 394823 0 0 0
1446858032 65 394823 0 0 0
1446859666 65 394827 0 0 0
1446860016 65 394827 0 0 121
1446864765 65 394827 104 0 121
1446864777 65 394827 104 0 121
1446865283 65 394837 104 0 121
1446865386 65 394837 104 0 121
1446865464 65 394837 105 0 121
1446865476 65 394837 105 0 121
1446865630 65 394837 105 0 145
1446865695 65 394837 105 0 145
1446866232 65 394837 105 0 146
1446866487 197 394837 105 0 146
1446867071 197 394837 105 0 146
1446873506 197 394845 105 0 146
1446876261 197 394845 105 0 419
1446876284 197 394845 105 0 419
1446876355 197 394845 105 0 419
1446876974 197 394847 105 0 419
1446877619 197 394851 105 0 419
1446912307 295 394851 105 0 419
1446913272 301 394851 105 0 419
1446913889 305 394851 105 0 419
1446914399 305 394851 105 0 419
1447379415 305 394851 105 0 419
1447385444 305 394851 105 0 425
1447385478 305 394851 105 0 425
1447386364 313 394851 105 0 425
1447387767 313 394851 105 0 433
1447389356 313 394851 198 0 433
1447394281 313 394851 198 0 570
1447394324 313 394851 256 0 570
1447397652 313 394851 256 0 570
1447431660 399 394851 256 0 570
1447464053 399 394851 273 0 570
1447464062 399 394851 273 0 570
1447464368 399 394851 274 0 570
1447464768 407 394851 274 0 570
1447464948 409 394851 274 0 570
1447465148 409 394851 274 0 570
1447467595 425 394851 274 0 570
1447468199 425 394851 331 0 570
1447468465 425 394851 331 0 570
1447469332 425 394851 331 0 570
1447470515 462 394851 331 0 570
1447476803 488 394851 331 0 570
1447477419 493 394851 331 0 570
1447478423 493 394851 414 0 570
1447478485 493 394851 414 0 570
1447480884 505 394851 414 0 570
1447535165 505 395027 414 0 570
1447537134 505 395027 421 0 570
1447537505 505 395027 422 0 570
1447537983 506 395027 422 0 570
1447538038 506 395065 422 0 570
1447538116 506 395065 422 0 570
1447540737 506 395070 422 0 570
1447541080 527 395070 422 0 570
1447541091 527 395070 422 0 570
1447541491 540 395070 422 0 570
1447542431 540 395070 440 0 570
1447542477 540 395070 451 0 570
1447542555 540 395070 451 0 570
1447543121 540 395076 451 0 570
1447543140 540 395076 451 0 570
1447543271 540 395076 451 0 588
1447543481 540 395077 451 0 588
1447543588 540 395077 451 0 588
1447543616 540 395077 451 0 588
1447543680 540 395077 451 0 592
1447544161 540 395091 451 0 592
1447545346 540 395091 451 2 592
1447550384 540 395091 457 2 592
1447550398 540 395091 457 2 592
1447551383 540 395095 457 2 592
1447551951 540 395095 457 61 592
1447551976 540 395095 457 61 592
1447552080 540 395095 457 61 592
1447552442 540 395095 457 61 592
1447552621 540 395095 457 62 592
1447553677 540 395095 457 62 592
1447553777 540 395095 457 65 592
1447553816 540 395095 457 65 592
1447555206 540 395095 470 65 592
1447555404 542 395095 470 65 592
1447555443 542 395095 470 65 592
1447555588 544 395095 470 65 592
1447555723 544 395095 471 65 592
1447555766 544 395095 471 65 592
1447556547 544 395095 471 69 592
1447557658 544 395104 471 69 592
1447557915 550 395104 471 69 592
1447557927 550 395104 471 69 592
1447558304 550 395104 471 69 592
1447558516 551 395104 471 69 592
1447558551 551 395104 471 69 592
1447558821 552 395104 471 69 592
1447559458 552 395104 471 78 592
1447559470 552 395104 471 78 592
1447559875 552 395104 471 79 592
1447560074 552 395104 471 81 592
1447560997 552 395107 471 81 592
1447561079 552 395107 471 82 592
1447561091 552 395107 471 82 592
1447561953 553 395107 471 82 592
1447561970 553 395107 471 82 592
1447562094 553 395107 502 82 592
1447562126 554 395107 502 82 592
1447562177 554 395107 502 82 592
1447562184 554 395107 502 82 592
1447562250 554 395107 502 94 592
1447562260 554 395107 502 94 592
1447562768 554 395107 502 94 592
1447563031 554 395107 503 94 592
1447565030 575 395107 503 94 592
1447565043 575 395107 503 94 592
1447566093 575 395107 503 111 592
1447566106 575 395107 503 111 592
1447566452 575 395107 503 116 592
1447567145 575 395107 521 116 592
1447567215 575 395107 521 116 592
1447567996 635 395107 521 116 592
1447568008 635 395107 521 116 592
1447568274 638 395107 521 116 592
1447568842 638 395139 521 116 592
1447568856 638 395139 521 116 592
1447568986 638 395140 521 116 592
1447569384 641 395140 521 116 592
1447569395 641 395140 521 116 592
1447570228 641 395144 521 116 592
1447570341 641 395144 521 116 592
1447570900 641 395144 521 117 592
1447570952 700 395144 521 117 592
1447570964 700 395144 521 117 592
1447571103 700 395144 523 117 592
1447571116 700 395144 523 117 592
1447572074 700 395144 523 126 592
1447572090 700 395144 523 126 592
1447572360 700 395144 523 132 592
1447572812 701 395144 523 132 592
1447572827 701 395144 523 132 592
1447573272 701 395144 523 137 592
1447573492 709 395144 523 137 592
1447573504 709 395144 523 137 592
1447574203 709 395144 553 137 592
1447574262 709 395144 553 137 592
1447574666 709 395144 553 138 592
1447574713 709 395144 553 138 592
1447575106 709 395144 556 138 592
1447575119 709 395144 556 138 592
1447575163 710 395144 556 138 592
1447575174 710 395144 556 138 592
1447575238 710 395221 556 138 592
1447575251 710 395221 556 138 592
1447575554 710 395222 556 138 592
